admission_no,ExaminationFee,TutionFee,RefreshmentAccFee,LabFee,ProjectFee,AnnualCharges,AdminCharges,SmartClassCharges,ComputerFeeYearly,ComputerFeeMonthly,DevelopmentChargesYearly,TransportFee,PortalCharges,LateFee,TotalFee
9011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3405
8947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3405
8951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13285
8979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6810
8945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6810
8933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6810
8977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22115
8998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14085
9003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22115
8955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3405
8988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6810
8950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5085
8938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6305
8920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6005
8919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10010
8995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2750
8968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22115
8937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22115
8936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
8954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22315
8957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8410
8948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12085
8369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600
8778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4035
6128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750
7056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750
8591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3465
7390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750
8750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200
5137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750
8641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750
5909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750
7080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3375
5897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750
6778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750
8643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9950
5172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14095
8628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22115
5109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3675
6724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7350
8638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600
7365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7350
8741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
6764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3675
8266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790
5113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3675
5624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7350
5140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7350
5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3675
5817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3675
8263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7350
8668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750
8700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22285
6131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200
5141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9720
8776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8095
5551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750
8155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600
7220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750
5174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8700
5607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750
8659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600
5108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17695
7360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12695
6624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10150
5112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7150
7172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7150
8744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3575
8616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600
8620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13895
8611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200
5139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7150
8640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7150
6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7150
5843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600
5133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3575
8373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7750
7311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7750
6137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7750
8629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7750
5816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3875
9401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7750
7350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7750
8752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7750
8593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22185
5146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7750
8757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690
6313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7150
5173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7150
8618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7150
8665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3575
5162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7150
5822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9095
5177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750
7152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22125
9080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22125
5208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25125
5875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22125
7916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8595
7933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
6753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750
6250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750
8128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750
8391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750
9088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7350
8399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7350
7104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4365
8311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7350
8115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10550
8270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6395
8143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21425
6317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3920
9077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6050
6372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7350
5223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21425
5280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21425
6629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21425
5257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21425
5787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750
5207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750
5916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750
9074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3375
7915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750
8285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9595
6787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12095
5898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750
7942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750
7299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2035
5212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22125
8321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4845
7078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22725
8317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22725
7094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3575
7072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22725
7918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25725
7404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22725
7920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7150
6338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270
7212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22725
7159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7750
5179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7750
5793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22025
5209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22025
5203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3875
7408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22025
8124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3875
5260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
7179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7750
7343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200
7189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22025
5190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22025
5196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7750
8297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700
